"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-14", "4263", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-5", "4264", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-9", "4265", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-14", "4266", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-5", "4267", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:1, d"
"Thread-9", "4268", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:37, result=55555"
"Thread-9", "4269", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:37, value=55555"
"Thread-10", "4270", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-14", "4271", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-5", "4272", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:1#run:1, target=Database:1#done_read:36"
"Thread-5", "4273", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-5", "4274", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-9", "4275", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-9", "4276", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-10", "4277", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-14", "4278", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-5", "4279", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, s1"
"Thread-10", "4280", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-14", "4281", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:33, wwlen=0"
"Thread-14", "4282", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-10", "4283", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-14", "4284", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-10", "4285", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-14", "4286", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-10", "4287", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=5"
"Thread-9", "4288", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-14", "4289", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:33, wrlen=0"
"Thread-14", "4290", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-10", "4291", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-9", "4292", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:5, d"
"Thread-14", "4293", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-10", "4294", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-9", "4295", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:5#run:5, target=Database:1#done_read:37"
"Thread-9", "4296", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-9", "4297", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-14", "4298", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:33, value=<void>"
"Thread-10", "4299", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-8", "4300", "ReadersWritersSemaphore.java:121", "Line Step", "file=ReadersWritersSemaphore.java, line=121"
"Thread-9", "4301", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, s1"
"Thread-14", "4302", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-14", "4303", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-10", "4304", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-8", "4305", "ReadersWritersSemaphore.java:121", "Field Read", "context=Database:1, r"
"Thread-14", "4306", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:10#run:10, i=4"
"Thread-14", "4307", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-10", "4308", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:37, value=<void>"
"Thread-8", "4309", "ReadersWritersSemaphore.java:121", "Field Write", "context=Database:1, r=4"
"Thread-14", "4310", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:10, d"
"Thread-10", "4311", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-10", "4312", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-8", "4313", "ReadersWritersSemaphore.java:122", "Line Step", "file=ReadersWritersSemaphore.java, line=122"
"Thread-14", "4314", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:10#run:10, target=Database:1#request_read:43"
"Thread-14", "4315", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-14", "4316", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-10", "4317", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:6, d"
"Thread-8", "4318", "ReadersWritersSemaphore.java:122", "Field Read", "context=Database:1, s1"
"Thread-14", "4319", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-10", "4320", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:6#run:6, target=Database:1#read:38"
"Thread-10", "4321", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-10", "4322", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
"Thread-8", "4323", "ReadersWritersSemaphore.java:123", "Line Step", "file=ReadersWritersSemaphore.java, line=123"
"Thread-14", "4324", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-10", "4325", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-8", "4326", "ReadersWritersSemaphore.java:127", "Line Step", "file=ReadersWritersSemaphore.java, line=127"
"Thread-14", "4327", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-10", "4328", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:38, result=55555"
"Thread-10", "4329", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:38, value=55555"
"Thread-8", "4330", "ReadersWritersSemaphore.java:127", "Field Read", "context=Database:1, s2_w"
"Thread-14", "4331", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-10", "4332", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-10", "4333", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-8", "4334", "ReadersWritersSemaphore.java:127", "Variable Write", "context=Database:1#done_read:34, wwlen=0"
"Thread-8", "4335", "ReadersWritersSemaphore.java:128", "Line Step", "file=ReadersWritersSemaphore.java, line=128"
"Thread-14", "4336", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-8", "4337", "ReadersWritersSemaphore.java:134", "Line Step", "file=ReadersWritersSemaphore.java, line=134"
"Thread-14", "4338", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-8", "4339", "ReadersWritersSemaphore.java:134", "Field Read", "context=Database:1, s2_r"
"Thread-14", "4340", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=5"
"Thread-8", "4341", "ReadersWritersSemaphore.java:134", "Variable Write", "context=Database:1#done_read:34, wrlen=0"
"Thread-8", "4342", "ReadersWritersSemaphore.java:135", "Line Step", "file=ReadersWritersSemaphore.java, line=135"
"Thread-14", "4343", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-10", "4344", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-8", "4345", "ReadersWritersSemaphore.java:140", "Line Step", "file=ReadersWritersSemaphore.java, line=140"
"Thread-14", "4346", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-10", "4347", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:6, d"
"Thread-8", "4348", "ReadersWritersSemaphore.java:140", "Method Exit", "returner=Database:1#done_read:34, value=<void>"
"Thread-14", "4349", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-10", "4350", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:6#run:6, target=Database:1#done_read:38"
"Thread-10", "4351", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-10", "4352", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-12", "4353", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-8", "4354", "ReadersWritersSemaphore.java:58", "Method Returned", ""
"Thread-8", "4355", "ReadersWritersSemaphore.java:55", "Line Step", "file=ReadersWritersSemaphore.java, line=55"
"Thread-14", "4356", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-10", "4357", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, s1"
"Thread-12", "4358", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-8", "4359", "ReadersWritersSemaphore.java:55", "Variable Write", "context=Reader:4#run:4, i=4"
"Thread-8", "4360", "ReadersWritersSemaphore.java:56", "Line Step", "file=ReadersWritersSemaphore.java, line=56"
"Thread-14", "4361", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:43, value=<void>"
"Thread-12", "4362", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-8", "4363", "ReadersWritersSemaphore.java:56", "Field Read", "context=Reader:4, d"
"Thread-14", "4364", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-14", "4365", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-12", "4366", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-8", "4367", "ReadersWritersSemaphore.java:56", "Method Call", "caller=Reader:4#run:4, target=Database:1#request_read:44"
"Thread-8", "4368", "ReadersWritersSemaphore.java:97", "Method Entered", ""
"Thread-8", "4369", "ReadersWritersSemaphore.java:99", "Line Step", "file=ReadersWritersSemaphore.java, line=99"
"Thread-14", "4370", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:10, d"
"Thread-12", "4371", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-8", "4372", "ReadersWritersSemaphore.java:99", "Field Read", "context=Database:1, s1"
"Thread-14", "4373", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:10#run:10, target=Database:1#read:39"
"Thread-14", "4374", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-14", "4375", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
"Thread-12", "4376", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=6"
"Thread-14", "4377", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-12", "4378", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-14", "4379", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:39, result=55555"
"Thread-14", "4380", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:39, value=55555"
"Thread-12", "4381", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-14", "4382", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-14", "4383", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-12", "4384", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-12", "4385", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-12", "4386", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:38, value=<void>"
"Thread-11", "4387", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-12", "4388", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-12", "4389", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-11", "4390", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-12", "4391", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:8, d"
"Thread-11", "4392", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-12", "4393", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:8#run:8, target=Database:1#read:40"
"Thread-12", "4394", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-12", "4395", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
"Thread-11", "4396", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-14", "4397", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-12", "4398", "ReadersWritersSemaphore.java:189", "Field Read", "context=Database:1, data"
"Thread-11", "4399", "ReadersWritersSemaphore.java:110", "Field Read", "context=Database:1, r"
"Thread-14", "4400", "ReadersWritersSemaphore.java:58", "Field Read", "context=Reader:10, d"
"Thread-12", "4401", "ReadersWritersSemaphore.java:189", "Variable Write", "context=Database:1#read:40, result=55555"
"Thread-12", "4402", "ReadersWritersSemaphore.java:189", "Method Exit", "returner=Database:1#read:40, value=55555"
"Thread-11", "4403", "ReadersWritersSemaphore.java:110", "Field Write", "context=Database:1, r=7"
"Thread-14", "4404", "ReadersWritersSemaphore.java:58", "Method Call", "caller=Reader:10#run:10, target=Database:1#done_read:39"
"Thread-14", "4405", "ReadersWritersSemaphore.java:117", "Method Entered", ""
"Thread-14", "4406", "ReadersWritersSemaphore.java:120", "Line Step", "file=ReadersWritersSemaphore.java, line=120"
"Thread-12", "4407", "ReadersWritersSemaphore.java:57", "Method Returned", ""
"Thread-12", "4408", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-11", "4409", "ReadersWritersSemaphore.java:111", "Line Step", "file=ReadersWritersSemaphore.java, line=111"
"Thread-14", "4410", "ReadersWritersSemaphore.java:120", "Field Read", "context=Database:1, s1"
"Thread-11", "4411", "ReadersWritersSemaphore.java:111", "Field Read", "context=Database:1, s1"
"Thread-11", "4412", "ReadersWritersSemaphore.java:112", "Line Step", "file=ReadersWritersSemaphore.java, line=112"
"Thread-11", "4413", "ReadersWritersSemaphore.java:115", "Line Step", "file=ReadersWritersSemaphore.java, line=115"
"Thread-13", "4414", "ReadersWritersSemaphore.java:100", "Line Step", "file=ReadersWritersSemaphore.java, line=100"
"Thread-11", "4415", "ReadersWritersSemaphore.java:115", "Method Exit", "returner=Database:1#request_read:39, value=<void>"
"Thread-13", "4416", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, w"
"Thread-11", "4417", "ReadersWritersSemaphore.java:56", "Method Returned", ""
"Thread-11", "4418", "ReadersWritersSemaphore.java:57", "Line Step", "file=ReadersWritersSemaphore.java, line=57"
"Thread-13", "4419", "ReadersWritersSemaphore.java:100", "Field Read", "context=Database:1, ww"
"Thread-11", "4420", "ReadersWritersSemaphore.java:57", "Field Read", "context=Reader:7, d"
"Thread-12", "4421", "ReadersWritersSemaphore.java:58", "Line Step", "file=ReadersWritersSemaphore.java, line=58"
"Thread-13", "4422", "ReadersWritersSemaphore.java:110", "Line Step", "file=ReadersWritersSemaphore.java, line=110"
"Thread-11", "4423", "ReadersWritersSemaphore.java:57", "Method Call", "caller=Reader:7#run:7, target=Database:1#read:41"
"Thread-11", "4424", "ReadersWritersSemaphore.java:188", "Method Entered", ""
"Thread-11", "4425", "ReadersWritersSemaphore.java:189", "Line Step", "file=ReadersWritersSemaphore.java, line=189"
